Source data:
n_boxes: 6, m: 5, d: 4, p_change_box: 0.100, nExp = 10000
# 662, Balls: Red, Red, Blue, Red
# 663, Balls: Red, Red, Green, Red
# 664, Balls: Blue, Blue, Blue, Blue
# 665, Balls: Red, Green, White, Blue
# 666, Balls: Red, Red, Black, White
# 667, Balls: Blue, Red, Blue, White
# 668, Balls: Green, Red, Green, Blue
# 669, Balls: Red, Blue, Red, Red
# 670, Balls: Red, Blue, Red, Blue
# 671, Balls: Black, Black, Red, Green
# 672, Balls: Red, Black, Red, White
# 673, Balls: White, Red, Red, Red
# 674, Balls: Black, Red, Red, Blue
# 675, Balls: Blue, Blue, Red, Blue
# 676, Balls: Blue, Black, Black, Green
# 677, Balls: Blue, Blue, Blue, Black
# 678, Balls: Blue, Black, Red, Blue
# 679, Balls: White, Black, Blue, Blue
# 680, Balls: Black, Black, Black, Blue
# 681, Balls: Red, Blue, White, Green
# 682, Balls: Red, Green, Green, White
# 683, Balls: Blue, Blue, Red, Red
# 684, Balls: White, Green, Green, Red
# 685, Balls: Red, Blue, Green, Black
# 686, Balls: Blue, Blue, Green, White
# 687, Balls: Red, Red, White, Green
# 688, Balls: Black, Green, Blue, Blue
# 689, Balls: Black, Green, Blue, White
# 690, Balls: Red, Red, Green, Green
# 691, Balls: Red, Red, White, Blue
# 692, Balls: Blue, Red, Red, Blue
# 693, Balls: Green, Green, Red, Blue
# 694, Balls: Black, Blue, White, Blue
# 695, Balls: Black, Red, Blue, Black
# 696, Balls: Blue, White, Red, Red
# 697, Balls: Red, Green, Blue, Red
# 698, Balls: Red, Blue, Red, White
# 699, Balls: Blue, Red, Black, Red
# 700, Balls: Blue, Green, Black, Green
# 701, Balls: Black, Red, Red, Red
# 702, Balls: Red, Green, Red, Blue
# 703, Balls: Black, Black, Red, Red
# 704, Balls: Blue, Black, Blue, Blue
# 705, Balls: Blue, Red, Red, Blue
# 706, Balls: Red, Green, Red, Red
# 707, Balls: Blue, Red, Red, Red
# 708, Balls: Blue, Red, Black, Green
# 709, Balls: Blue, Blue, Blue, Blue
# 710, Balls: Blue, White, Green, Blue
# 711, Balls: Black, Red, Red, Red
# 712, Balls: White, Red, Blue, Black
# 713, Balls: Red, Black, Blue, Blue
# 714, Balls: White, White, White, Black
# 715, Balls: Blue, Green, Black, White
# 716, Balls: Red, Red, Red, Red
# 717, Balls: Red, Red, Red, Green
# 718, Balls: Blue, Red, Red, Blue
# 719, Balls: Blue, Red, Blue, Green
# 720, Balls: Blue, Black, Green, Blue
# 721, Balls: Blue, Red, Blue, Blue
# 722, Balls: White, Green, Red, Green
# 723, Balls: Blue, White, Red, White
# 724, Balls: White, Red, Black, Green
# 725, Balls: Red, White, Black, Blue
# 726, Balls: Green, Blue, Blue, White
# 727, Balls: Red, Black, Blue, Green
# 728, Balls: Black, Red, Blue, Green
# 729, Balls: Blue, White, Red, Red
# 730, Balls: Blue, Green, White, White
# 731, Balls: Green, Blue, Blue, Black
# 732, Balls: White, Red, Green, Green
# 733, Balls: Black, Green, Blue, Green
# 734, Balls: Red, Red, Green, Green
# 735, Balls: Green, Black, Blue, Green
# 736, Balls: Red, Black, Red, Black
# 737, Balls: Black, White, Red, Red
# 738, Balls: Black, Blue, Black, Red
# 739, Balls: Green, Black, Red, Red
# 740, Balls: Blue, Black, Red, Blue
# 741, Balls: Red, Red, Blue, Blue
# 742, Balls: Blue, Blue, Blue, Blue
# 743, Balls: Green, Red, White, Green
# 744, Balls: Blue, Green, Red, Blue
# 745, Balls: Red, Blue, Blue, Green
# 746, Balls: White, White, Black, Green
# 747, Balls: White, Red, White, Red
# 748, Balls: Black, Green, Blue, Green
# 749, Balls: Blue, Green, Green, Green
# 750, Balls: Green, Black, Red, Green
# 751, Balls: White, Red, Blue, Red
# 752, Balls: Blue, Blue, White, Blue
# 753, Balls: Blue, Blue, Black, Black
# 754, Balls: Green, Red, Red, Red
# 755, Balls: Green, Blue, Green, White
# 756, Balls: Green, Blue, Red, Red
# 757, Balls: White, Red, Blue, Blue
# 758, Balls: Blue, Red, Red, Green
# 759, Balls: Red, Green, Red, Blue
# 760, Balls: Red, Blue, White, Red
# 761, Balls: Green, Green, Red, Red
# 762, Balls: Black, Black, Blue, Black
# 763, Balls: Red, Red, Blue, Blue
# 764, Balls: White, Red, Black, Green
# 765, Balls: Green, Green, Red, Red
# 766, Balls: Black, Red, Green, Blue
# 767, Balls: White, Blue, Blue, White
# 768, Balls: Red, Blue, White, White
# 769, Balls: Green, Red, Green, White
# 770, Balls: Red, White, Black, White
# 771, Balls: Green, Blue, Blue, Blue
# 772, Balls: Red, Black, Red, Green
# 773, Balls: Green, Red, Blue, Red
# 774, Balls: Blue, Red, Black, Red
# 775, Balls: Blue, Green, Red, Blue
# 776, Balls: Blue, Red, Blue, Green
# 777, Balls: Blue, Green, Black, White
# 778, Balls: Red, Blue, Red, Red
# 779, Balls: Black, Blue, Green, Black
# 780, Balls: White, Green, Red, Green
# 781, Balls: Red, White, Blue, Blue
# 782, Balls: Blue, Blue, Red, Green
# 783, Balls: Red, Blue, Blue, Red
# 784, Balls: Red, Blue, Red, Black
# 785, Balls: Blue, Blue, Red, Blue
# 786, Balls: Blue, White, Black, Blue
# 787, Balls: White, Black, Red, Blue
# 788, Balls: Blue, Blue, Blue, Blue
# 789, Balls: Blue, Green, Green, Green
# 790, Balls: Blue, White, White, Red
# 791, Balls: Blue, Red, Red, Blue
# 792, Balls: White, Blue, Red, White
# 793, Balls: Black, Black, Red, Red
# 794, Balls: Green, Red, Red, Black
# 795, Balls: Red, Red, Red, Red
# 796, Balls: Blue, Red, Black, Blue
# 797, Balls: Green, White, Blue, Green
# 798, Balls: Blue, Black, Black, Blue
# 799, Balls: White, Green, Blue, Green
# 800, Balls: Blue, Red, Green, Green
# 801, Balls: Green, Red, Green, Red
# 802, Balls: Red, Green, White, Blue
# 803, Balls: Red, Red, Blue, Black
# 804, Balls: Red, Green, Blue, White
# 805, Balls: Blue, Green, Blue, Green
# 806, Balls: Green, White, Green, Green
# 807, Balls: Blue, Red, Red, Red
# 808, Balls: White, Blue, Blue, Blue
# 809, Balls: Blue, Black, Blue, Blue
# 810, Balls: Red, Blue, Green, White
# 811, Balls: Green, Red, Black, Black
# 812, Balls: Red, Green, Green, Green
# 813, Balls: White, Black, White, Red
# 814, Balls: Green, Black, Blue, Red
# 815, Balls: Blue, Blue, Red, White
# 816, Balls: Blue, Red, Blue, Red
# 817, Balls: Blue, Blue, Blue, White
# 818, Balls: Red, Blue, Red, Black
# 819, Balls: Blue, Black, Red, Green
# 820, Balls: Blue, White, Green, Black
# 821, Balls: Green, Red, Black, White
# 822, Balls: Blue, Red, White, Red
# 823, Balls: Black, Red, Blue, White
# 824, Balls: Black, Red, Blue, Blue
# 825, Balls: Green, Black, Blue, White
# 826, Balls: Blue, Red, Black, Green
# 827, Balls: Red, Black, Green, Black
# 828, Balls: Blue, Green, Blue, Red
# 829, Balls: Blue, Green, Blue, Green
# 830, Balls: Blue, Blue, Green, Black
# 831, Balls: Blue, Green, White, Blue
# 832, Balls: Green, Blue, Blue, Blue
# 833, Balls: Green, Blue, Green, Red
# 834, Balls: Blue, Blue, Blue, Green
# 835, Balls: Red, White, Blue, Red
# 836, Balls: White, Red, Blue, Blue
# 837, Balls: Black, White, Green, Blue
# 838, Balls: White, White, Red, Red
# 839, Balls: Black, White, Blue, Black
# 840, Balls: Red, Blue, Blue, Red
# 841, Balls: Blue, White, Blue, Blue
# 842, Balls: Red, Red, Red, Green
# 843, Balls: Green, Green, Blue, Green
# 844, Balls: Blue, Black, Black, Blue
# 845, Balls: Red, Red, Red, Blue
# 846, Balls: Red, Red, Red, Blue
# 847, Balls: Green, Green, Black, Black
# 848, Balls: White, Red, White, Green
# 849, Balls: Red, Red, Blue, Blue
# 850, Balls: Blue, White, Black, Black
# 851, Balls: Red, Blue, White, Blue
# 852, Balls: Red, White, Blue, Black
# 853, Balls: Red, Blue, Blue, Green
# 854, Balls: Red, Blue, Red, Red
# 855, Balls: Blue, Red, White, Green
# 856, Balls: Blue, Red, Red, Green
# 857, Balls: Red, Blue, Blue, Blue
# 858, Balls: Red, Red, White, Blue
# 859, Balls: Red, Green, Blue, Green
# 860, Balls: Black, Green, Blue, Blue
# 861, Balls: Blue, Blue, Green, Green
# 862, Balls: Black, Black, White, White
# 863, Balls: Red, Blue, Red, Red
# 864, Balls: White, Green, Blue, Blue
# 865, Balls: Blue, Red, Black, White
# 866, Balls: Blue, Green, Blue, Red
# 867, Balls: Red, Green, Green, Red
# 868, Balls: Blue, Blue, Blue, White
# 869, Balls: Black, Black, Black, Red
# 870, Balls: Green, Red, Blue, Blue
# 871, Balls: Green, Blue, Red, Red
# 872, Balls: Red, Blue, Red, Red
# 873, Balls: Red, Red, White, Red
# 874, Balls: Red, Red, Blue, Blue
# 875, Balls: Red, Red, Red, Red
# 876, Balls: Blue, Black, Red, Green
# 877, Balls: Red, Red, Red, Green
# 878, Balls: Black, Red, White, Green
# 879, Balls: White, Red, Blue, Red
# 880, Balls: Red, Blue, Blue, Green
# 881, Balls: Green, White, Blue, Blue
# 882, Balls: Blue, Red, Red, Green
# 883, Balls: Green, Red, Blue, White
# 884, Balls: Blue, Blue, Red, Blue
# 885, Balls: Blue, Blue, Red, Green
# 886, Balls: Green, Blue, White, Green
# 887, Balls: Green, Blue, Blue, Red
# 888, Balls: Blue, White, Red, Blue
# 889, Balls: Blue, Blue, Green, Black
# 890, Balls: Blue, Blue, Red, Black
# 891, Balls: Red, White, Blue, White
# 892, Balls: Blue, Green, Red, Blue
# 893, Balls: Black, White, Black, Green
# 894, Balls: Blue, Red, Green, White
# 895, Balls: Red, Blue, Red, Red
# 896, Balls: Green, Black, White, Red
# 897, Balls: Black, Green, Blue, Blue
# 898, Balls: Red, Red, Black, Green
# 899, Balls: White, White, Blue, Red
# 900, Balls: White, Black, Red, Red
# 901, Balls: Blue, Green, Red, Red
# 902, Balls: Red, Green, Green, Red
# 903, Balls: Red, Black, Red, Red
# 904, Balls: White, Green, Black, Red
# 905, Balls: Green, Black, Red, Black
# 906, Balls: Blue, Red, Black, Blue
# 907, Balls: White, Red, Blue, Red
# 908, Balls: Blue, Black, Blue, Black
# 909, Balls: Red, Blue, Red, Blue
# 910, Balls: Blue, Black, Blue, Blue
# 911, Balls: Red, Blue, Red, Red
# 912, Balls: Red, Blue, Red, Red
# 913, Balls: Red, Green, Blue, Black
# 914, Balls: Blue, Black, Black, White
# 915, Balls: Red, Green, White, Blue
# 916, Balls: Red, White, Green, Red
# 917, Balls: White, Red, Blue, Blue
# 918, Balls: White, Red, Red, Blue
# 919, Balls: Green, White, Green, Green
# 920, Balls: Red, Red, Red, Blue
# 921, Balls: Black, White, Red, Blue
# 922, Balls: White, Blue, Green, Red
# 923, Balls: Red, Blue, Green, Green
# 924, Balls: Green, White, Red, Blue
# 925, Balls: Green, Red, Red, Blue
# 926, Balls: Green, Black, Blue, Black
# 927, Balls: White, Black, Green, Red
# 928, Balls: Red, White, White, Red
# 929, Balls: Black, Blue, Black, Red
# 930, Balls: Blue, Black, Blue, Red
# 931, Balls: Red, Green, Red, Red
# 932, Balls: Red, Red, Red, Red
# 933, Balls: Black, Red, Green, Black
# 934, Balls: Blue, Red, Green, Blue
# 935, Balls: Blue, Green, Red, White
# 936, Balls: Blue, Red, Black, Green
# 937, Balls: Green, Green, Red, Green
# 938, Balls: Red, Blue, Blue, Black
# 939, Balls: Green, White, Blue, Blue
# 940, Balls: Red, Green, Black, Black
# 941, Balls: Black, White, Red, Blue
# 942, Balls: Blue, White, Blue, Blue
# 943, Balls: Green, Red, White, Red
# 944, Balls: White, Blue, White, White
# 945, Balls: Blue, Blue, Blue, Black
# 946, Balls: Green, Black, Red, Red
# 947, Balls: Black, White, Black, Green
# 948, Balls: Blue, White, Red, Blue
# 949, Balls: Green, Red, White, Green
# 950, Balls: Green, Black, Red, Red
# 951, Balls: Black, Red, Red, Blue
# 952, Balls: Green, Red, Green, Blue
# 953, Balls: Green, Red, Red, White
# 954, Balls: Black, Red, Black, Blue
# 955, Balls: Red, Green, Green, Green
# 956, Balls: Red, Blue, Blue, Red
# 957, Balls: Blue, White, White, Black
# 958, Balls: Blue, Green, White, Red
# 959, Balls: Red, Blue, White, Red
# 960, Balls: Green, Green, Red, Red
# 961, Balls: Red, Red, Red, Red
# 962, Balls: Blue, Red, Green, Red
# 963, Balls: Black, Red, Black, Black
# 964, Balls: Black, Green, Black, Blue
# 965, Balls: Red, Black, Blue, Red
# 966, Balls: Red, Green, Blue, Green
# 967, Balls: Green, Red, Blue, Green
# 968, Balls: Green, Green, Blue, Black
# 969, Balls: White, Green, Black, Green
# 970, Balls: Blue, Green, Black, Green
# 971, Balls: Red, Black, White, White
# 972, Balls: Blue, Blue, Green, Red
# 973, Balls: Blue, Red, Red, Blue
# 974, Balls: Green, Red, Blue, Blue
# 975, Balls: Green, Blue, Blue, Blue
# 976, Balls: Blue, Blue, Blue, Red
# 977, Balls: Red, Green, Red, Blue
# 978, Balls: Red, Blue, Green, Red
# 979, Balls: Red, White, Black, White
# 980, Balls: Black, Green, Green, White
# 981, Balls: Red, White, Black, Red
# 982, Balls: Black, Blue, Blue, Red
# 983, Balls: Blue, Black, Red, Red
# 984, Balls: Green, Blue, Green, Red
# 985, Balls: Blue, Red, Black, Black
# 986, Balls: Blue, Red, White, Blue
# 987, Balls: Black, Blue, Red, Blue
# 988, Balls: White, Red, Red, Red
# 989, Balls: Red, Red, White, Blue
# 990, Balls: Red, Blue, Blue, Black
# 991, Balls: Red, Blue, Blue, Red
# 992, Balls: Blue, Blue, White, Blue
# 993, Balls: Blue, Green, Blue, Red
# 994, Balls: Blue, Blue, Black, Green
# 995, Balls: White, Black, Red, White
# 996, Balls: Red, Green, Blue, Blue
# 997, Balls: Black, Red, Blue, Red
# 998, Balls: Red, Green, White, White
# 999, Balls: Blue, White, Red, Blue
# 1000, Balls: White, Red, Red, Green
# 1001, Balls: White, Green, Blue, Blue
# 1002, Balls: Red, Black, Green, Red
# 1003, Balls: Red, Red, Blue, Red
# 1004, Balls: Green, White, Black, Blue
# 1005, Balls: Green, Red, Red, Blue
# 1006, Balls: Blue, Blue, Red, Green
# 1007, Balls: Green, Blue, Red, White
# 1008, Balls: Blue, Red, Red, Red
# 1009, Balls: Green, Black, Red, Red
# 1010, Balls: White, Blue, Black, Red
# 1011, Balls: Green, White, White, Blue
# 1012, Balls: White, Green, Green, Green
# 1013, Balls: White, White, Red, White
# 1014, Balls: White, White, Blue, White
# 1015, Balls: Green, Red, Red, Red
# 1016, Balls: Black, Green, Red, Blue
# 1017, Balls: Red, Green, Blue, Blue
# 1018, Balls: Green, Red, White, White
# 1019, Balls: Blue, Blue, Blue, Blue
# 1020, Balls: Black, Black, Red, White
# 1021, Balls: Red, Blue, Red, Blue
# 1022, Balls: Green, Red, Red, White
# 1023, Balls: White, Red, Red, Blue
# 1024, Balls: Black, Green, Green, Black
# 1025, Balls: White, Green, White, Red
# 1026, Balls: Blue, Red, White, Black
# 1027, Balls: White, White, Blue, Red
# 1028, Balls: Blue, Green, Red, Blue
# 1029, Balls: White, Blue, Green, Blue
# 1030, Balls: Green, Green, Red, White
# 1031, Balls: Red, Red, Black, Green
# 1032, Balls: Blue, Red, Red, Blue
# 1033, Balls: Red, Red, Red, Red
# 1034, Balls: White, White, Blue, Black
# 1035, Balls: Green, Red, Blue, Black
# 1036, Balls: Blue, Red, Blue, Red
# 1037, Balls: Blue, Red, Red, Blue
# 1038, Balls: White, White, White, White
# 1039, Balls: Red, White, Red, Blue
# 1040, Balls: White, White, Blue, White
# 1041, Balls: Blue, Red, Red, Black
# 1042, Balls: Green, Red, Blue, Green
# 1043, Balls: Red, Red, Red, Red
# 1044, Balls: White, Red, Green, Green
# 1045, Balls: Black, Green, Green, Red
# 1046, Balls: Green, White, Red, Blue
# 1047, Balls: Red, Blue, Blue, Green
# 1048, Balls: Black, Black, Blue, Red
# 1049, Balls: White, Blue, Red, Black
# 1050, Balls: Green, Red, Red, White
# 1051, Balls: Red, Red, Blue, Blue
# 1052, Balls: Red, Red, Blue, Black
# 1053, Balls: Green, Green, Red, Blue
# 1054, Balls: Red, Black, White, Red
# 1055, Balls: Green, Blue, Blue, Blue
# 1056, Balls: Black, Blue, Blue, Green
# 1057, Balls: Green, Black, Blue, Green
# 1058, Balls: Blue, Green, Black, Red
# 1059, Balls: White, Red, Red, Red
# 1060, Balls: Black, Blue, White, White
# 1061, Balls: Red, Blue, Green, Blue
# 1062, Balls: Red, Red, Blue, Blue
# 1063, Balls: Blue, Black, Blue, Red
# 1064, Balls: Red, Red, Black, Blue
# 1065, Balls: Red, Black, Black, White
# 1066, Balls: Red, Red, Blue, Blue
# 1067, Balls: Blue, Red, Black, Green
# 1068, Balls: White, Blue, Red, White
# 1069, Balls: Blue, White, Red, Green
# 1070, Balls: Blue, Blue, Red, Green
# 1071, Balls: Blue, Red, Red, Blue
# 1072, Balls: Black, Blue, White, Green
# 1073, Balls: Red, Blue, White, Black
# 1074, Balls: Blue, Blue, Red, Green
# 1075, Balls: White, Blue, Red, Red
# 1076, Balls: Red, Green, Green, White
# 1077, Balls: White, White, Red, Blue
# 1078, Balls: Red, Red, Blue, Blue
# 1079, Balls: White, Red, Blue, Red
# 1080, Balls: Red, Black, Blue, Red
# 1081, Balls: Black, Red, Black, Green
# 1082, Balls: White, Red, Red, Blue
# 1083, Balls: Green, White, Blue, Blue
# 1084, Balls: Black, Blue, Red, Red
# 1085, Balls: Red, Blue, Blue, White
# 1086, Balls: Blue, Green, Black, Green
# 1087, Balls: Red, Black, Blue, Black
# 1088, Balls: Green, Red, Red, White
# 1089, Balls: Blue, Blue, White, Blue
# 1090, Balls: Red, Green, Red, Blue
# 1091, Balls: Green, Red, Red, Red
# 1092, Balls: Black, Blue, Blue, Red
# 1093, Balls: Black, White, Green, Black
# 1094, Balls: White, Green, Blue, Black
# 1095, Balls: Red, White, Red, Blue
# 1096, Balls: Red, Red, Blue, Red
# 1097, Balls: Black, Black, Green, Blue
# 1098, Balls: Red, White, Blue, Green
# 1099, Balls: Red, Black, Green, Red
# 1100, Balls: Green, Red, Red, White
# 1101, Balls: White, Blue, Black, Red
# 1102, Balls: Blue, Green, Red, White
# 1103, Balls: Blue, Blue, White, Red
# 1104, Balls: Red, Green, Blue, Black
# 1105, Balls: Black, Green, Black, Red
# 1106, Balls: Green, Blue, Red, Black
# 1107, Balls: White, Red, White, Blue
# 1108, Balls: White, Green, White, Red
# 1109, Balls: Black, Blue, Black, Red
# 1110, Balls: Red, Blue, Red, Blue
# 1111, Balls: Green, Green, White, Black
# 1112, Balls: Red, Blue, White, Blue
# 1113, Balls: Green, Black, Green, Blue
# 1114, Balls: Blue, White, Red, Red
# 1115, Balls: Red, Red, Red, Red
# 1116, Balls: Green, Red, White, White
# 1117, Balls: Blue, Red, Green, Red
# 1118, Balls: Green, Red, Green, Red
# 1119, Balls: Blue, White, Blue, Red
# 1120, Balls: Red, Blue, Blue, Blue
# 1121, Balls: Black, Red, Blue, Black
# 1122, Balls: Blue, Red, Green, Black
# 1123, Balls: Red, Blue, Blue, Black
# 1124, Balls: Blue, Green, Blue, Red
# 1125, Balls: Green, White, Green, Red
# 1126, Balls: Black, Blue, Blue, Red
# 1127, Balls: Red, Blue, White, Blue
# 1128, Balls: White, Blue, Green, Blue
# 1129, Balls: Black, Green, Green, Red
# 1130, Balls: Red, Black, Black, Blue
# 1131, Balls: Red, Blue, Green, Red
# 1132, Balls: Blue, White, Green, Green
# 1133, Balls: Blue, White, Red, Black
# 1134, Balls: Black, Green, Red, Blue
# 1135, Balls: Red, Red, Red, Red
# 1136, Balls: White, Blue, Red, Blue
# 1137, Balls: Black, Black, Red, Green
# 1138, Balls: Black, Blue, Red, Red
# 1139, Balls: White, Red, Blue, Red
# 1140, Balls: Green, Blue, White, Red
# 1141, Balls: Red, Black, Blue, Green
# 1142, Balls: White, Black, Blue, Blue
# 1143, Balls: White, Red, Blue, Red
# 1144, Balls: Red, Blue, Red, Black
# 1145, Balls: White, White, Red, White
# 1146, Balls: White, Green, Red, Red
# 1147, Balls: Red, Green, Black, Blue
# 1148, Balls: Green, Blue, Blue, Green
# 1149, Balls: White, Red, Blue, Green
# 1150, Balls: Red, Green, Red, Green
# 1151, Balls: Blue, Red, White, Black
# 1152, Balls: Green, Blue, White, Red
# 1153, Balls: Green, Green, Blue, Red
# 1154, Balls: Green, Black, Blue, Red
# 1155, Balls: Blue, White, Green, Black
# 1156, Balls: Red, Green, Blue, Red
# 1157, Balls: Blue, Red, Black, Green
